6169	 3.616
6192	 3.640
6207	 1.519, 2.542, 3.664
6217	 2.550, 3.667
6235	 3.682
6236	 1.542, 2.560, 3.679
6237	 1.543
6254	 1.553, 2.586
6274	 1.569
6308	 2.648, 3.759
6309	 3.761
6310	 3.763
6349	 3.801
6352	 2.689
6356	 1.633, 2.692, 3.810
6359	 3.811
6407	 2.731
6410	 2.734, 3.842
6423	 2.743
6426	 3.860
6457	 3.911
6472	 1.726, 2.774, 3.922
6492	 1.736
6508	 2.815, 3.975
6552	 1.759
6553	 2.819, 3.951
6555	 1.761
6558	 3.953
6608	 3.982
6610	 2.833
6621	 2.837
6674	 3.1008
6682	 3.1013
6701	 2.872
6719	 2.912
6743	 3.1103
6768	 1.859, 2.951, 3.1162
6774	 2.956
6788	 1.872
6817	 2.981
6819	 2.979, 3.1181
6823	 3.1192
6870	 3.1244
6871	 1.928, 3.1255
6907	 2.1058, 3.1266
6948	 2.1103
6996	 1.961
7001	 3.1333
7003	 1.962, 3.1336
7006	 2.1122, 3.1341
7054	 3.1373
7055	 2.1135, 3.1376
7102	 3.1413
7117	 2.1155, 3.1421
7142	 3.1458
7152	 3.1478
7236	 2.1230
7290	 2.1254, 3.1604
7356	 3.1633
7374	 2.1292, 3.1654
7379	 3.1659
7402	 1.1075, 3.1697
7409	 3.1701
7434	 3.1721
7454	 1.1084, 2.1343, 3.1730
7512	 2.1376
7692	 3.1915
7716	 3.1935
7723	 2.1510
7742	 2.1352
7769	 1.1247, 2.1546
7861	 3.2036
7880	 3.2046
7918	 2.1615
7927	 3.2091
7951	 1.1339
7962	 3.2115
8009	 2.1672
8029	 1.1385, 2.1689, 3.2172
8047	 3.2187
8058	 3.2200
8064	 3.2210
8091	 2.1735
8129	 1.27, 3.34, 4.37
8143	 1.34, 2.40, 3.42
8172	 3.73, 4.74
8175	 4.75
8206	 2.90, 3.97, 4.101
8210	 1.70, 2.97, 3.99
8212	 1.68, 3.101, 4.104
8226	 1.74, 2.109
8236	 3.120
8240	 3.113, 3.127
8337	 4.224
8349	 1.149, 2.182, 3.229, 4.323
8378	 3.270
8382	 1.195, 2.206, 3.274, 4.251
8385	 1.200, 3.275; s.a. 1.198, 199
8397	 2.209, 4.262
8436	 3.307, 4.282
8442	 1.246, 2.243, 3.312, 4.285
8454	 3.322
8475	 4.306
8477	 3.343
8482	 1.290
8504	 1.310, 2.289, 3.361
8508	 1.312
8524	 3.376
8527	 1.332
8553	 4.375
8558	 3.417
8573	 2.363, 4.396
8574	 4.400
8632	 3.513
8640	 2.427
8642	 4.466
8665	 4.491
8722	 1.483, 2.497, 3.611, 4.583
8739	 3.632
8748	 2.528
8762	 3.640, 4.611
8763	 4.612
8769	 4.616
8771	 1.511
8797	 3.673
8802	 3.677
8806	 4.665
8822	 2.596, 3.705
8830	 4.685
8832	 1.566, 2.613, 3.726
8834	 4.689
8850	 4.700
8855	 3.747
8875	 2.648, 3.759, 4.727
8904	 4.754
8914	 4.1121
8984	 3.811, 4.778
9029	 2.708
9053	 4.806
9061	 2.731, 4.811
9069	 2.734, 3.842, 4.814
9070	 4.826
9096	 1.689, 2.754, 3.859
9144	 4.853
9155	 3.911, 4.861
9159	 3.913
9178	 3.923
9181	 4.877
9183	 1.750, 3.916, 4.888
9210	 4.924
9248	 1.759, 4.956
9251	 4.958
9304	 4.1000
9306	 3.984
9310	 3.982, 4.1011
9321	 4.1032
9326	 3.996, 4.1039
9327	 4.1040
9336	 4.1050
9354	 2.857, 4.1074
9356	 4.1076
9357	 3.1008
9361	 4.1080
9395	 1.790, 2.873
9418	 3.1054
9434	 3.1084
9436	 3.1066
9477	 3.1087
9495	 3.1103, 4.1146
9505	 4.1159
9552	 1.859, 2.951, 3.1162, 4.1171
9570	 4.1191
9601	 4.1228
9619	 2.1000, 3.1211
9624	 2.1002
9631	 4.1258
9637	 4.1260
9649	 2.561
9672	 2.1040
9673	 1.927
9691	 4.1305
9692	 2.1058, 3.1266, 4.1308
9696	 2.1067
9698	 3.1269
9709	 3.1274
9716	 2.1093, 3.1281
9726	 4.1326
9729	 4.1342
9737	 1.955
9749	 4.1369
9753	 4.1371
9769	 3.1333, 4.1402
9772	 1.962, 3.1336, 4.1404
9773	 2.1114, 4.1405
9798	 2.1135, 3.1376, 4.1454
9813	 4.1483
9835	 3.1405
9845	 4.1502
9855	 4.1512
9900	 3.1470
9902	 3.1474
9935	 4.1568
9965	 4.1596
9994	 3.1526
10004	 1.1007, 3.1561
10009	 4.1627
10024	 3.1585
10026	 4.1662
10030	 4.1666
10031	 3.1603
10049	 4.1675
10050	 2.1254, 3.1604
10095	 4.1752
10117	 3.1659, 4.1765
10145	 1.1075, 3.1697, 4.1788
10148	 3.1696
10150	 3.1698
10153	 3.1701, 4.1795
10160	 4.1804
10167	 3.1721, 4.1820
10185	 4.1832
10210	 3.1737, 4.1844
10216	 1.1091, 2.1349, 3.1740, 4.1849
10219	 3.1747
10232	 4.1865
10233	 2.1358, 3.1751
10253	 4.1912
10266	 3.1790
10285	 1.1143
10299	 3.1818
10309	 2.1412
10325	 1.1173
10339	 4.1980
10340	 2.1440, 3.1861
10388	 3.1915, 4.2077
10393	 2.1483, 3.1919, 4.2087
10395	 4.2092
10400	 4.2099
10401	 3.1935, 4.2101
10409	 2.1506
10410	 4.2109
10416	 3.1951, 4.2124
10424	 3.1962
10449	 4.2195
10465	 4.2183
10489	 1.1273
10498	 2.1582
10582	 2.1633
10583	 2.1638, 4.2329
10587	 2.1636, 4.2330
10593	 4.2337
10627	 4.2362
10646	 3.2137
10656	 4.2381
10658	 3.2142
10669	 3.2154, 4.2391
10682	 4.2397
10686	 2.1678
10687	 4.2407
10720	 3.2191
10721	 3.2193
10726	 4.2441
10739	 4.2450
10779	 2.7, 4.12
10807	 2.33
10808	 5.31
10879	 4.75, 5.73
10897	 5.89
10914	 2.90, 3.97, 4.101, 5.104
10916	 4.112
10919	 1.65, 2.96, 3.103, 5.113
10922	 5.114
10925	 2.98
10937	 4.123
11043	 4.225
11044	 4.224, 5.235
11049	 1.149, 2.182, 3.229, 4.233, 5.246
11054	 4.234
11055	 5.248
11056	 1.159, 2.187, 3.235
11081	 1.195, 2.206, 3.274, 4.251, 5.279
11154	 3.322, 5.349
11160	 1.246, 2.243, 3.312, 4.285, 5.337
11166	 4.299
11175	 4.304
11176	 4.306, 5.370
11177	 3.343, 5.372
11181	 1.290, 5.377
11197	 1.309, 3.359
11205	 1.310, 2.289, 3.361, 5.399
11213	 1.312.5.403
11215	 4.343
11222	 3.376, 5.419
11237	 4.366
11256	 3.413
11258	 2.346, 5.452
11349	 5.506
11359	 2.410
11416	 3.542
11420	 2.441 
11422	 2.444, 3.551
11463	 2.461, 3.523
11468	 4.525
11472	 4.530
11476	 3.584
11499	 2.479
11532	 1.486, 3.617
11544	 3.632, 5.635
11547	 4.603
11549	 5.638
11567	 3.639, 4.610
11568	 4.612, 5.658
11570	 5.662
11595	 2.550, 3.667, 4.636
11598	 2.547
11604	 5.677
11606	 5.683
11611	 1.533
11617	 5.691
11627	 3.673, 5.692
11629	 3.677, 5.697
11637	 4.657
11640	 4.662
11671	 2.610, 3.725
11672	 4.685, 5.725
11678	 1.569, 4.693
11680	 1.571, 2.617, 3.732
11682	 3.735
11686	 5.742
11688	 2.625, 3.744
11693	 3.747
11708	 3.761, 4.728
11712	 3.765
11725	 5.787
11730	 4.745
11737	 4.754, 5.798
11748	 5.817
11768	 5.850
11779	 3.801, 4.768
11781	 1.632, 2.685, 3.803, 4.770
11783	 2.689, 4.771
11791	 5.863
11811	 5.905
11836	 5.921
11840	 4.788
11844	 5.923
11865	 4.805
11892	 5.990
11893	 1.683, 2.745, 3.858
11923	 5.1033
11935	 5.1048
11950	 3.913, 5.1053
11955	 1.736
11958	 4.877, 5.1075
11966	 1.750, 3.916, 4.888, 5.1077
11981	 5.1090
11987	 3.940, 5.1095
11994	 5.1097
11998	 4.924, 5.1104
12004	 1.758, 2.806, 3.946
12005	 5.1112
12006	 3.948
12016	 5.1118
12035	 4.935
12059	 1.759, 4.956, 5.1142
12061	 2.819, 3.951, 4.957
12063	 4.958, 5.1145
12064	 5.1146
12065	 1.761,4.959
12066	 3.953, 4.962
12100	 5.1205
12101	 5.1207
12103	 4.1017
12112	 4.1032, 5.1215
12132	 5.1224
12150	 4.1061
12176	 2.857, 4.1074
12190	 4.1080 , 5.1255
12203	 5.1267
12212	 5.1270
12222	 5.1285
12257	 2.886
12258	 4.1108
12275	 5.1313
12330	 5.1365
12334	 3.1087, 5.1371
12336	 2.912, 4.1122
12344	 4.1 128
12395	 4.1159, 5.1399
12416	 5.141 1
12419	 5.1417
12449	 4.1191, 5.1463
12485	 5.1484
12488	 5.1487
12492	 5.1493
12499	 5.1496
12501	 5.1500
12504	 1.892, 2.991, 3.1199, 4.1232
12543	 1.910, 3.1227, 4.1255
12545	 1.911, 3.1226, 5.1527
12552	 1.916,2.1024
12563	 4.1266
12571	 3.1244, 4.1271
12572	 1.928, 3.1255, 4.1272
12574	 1.930
12579	 4.1289
12586	 5.1581
12588	 4.1305, 5.1584
12629	 5.1614
12640	 4.1326, 5.1619
12656	 4.1342, 5.1622
12676	 1.955, 5.1630
12691	 5.1638
12707	 4.1369, 5.1642
12711	 4.1371, 5.1646
12760	 5.1672
12780	 3.1362
12785	 4.1439
12786	 4.1450, 5.1686
12791	 2.1135, 3.1376, 4.1454, 5.1691
12793	 4.1465
12816	 5.1712
12867	 3.1420
12869	 4.1512, 5.1748
12876	 3.1420
12878	 4.1512, 5.1748
12938	 3.1478, 4.1551
12994	 5.1806
13010	 4.1596, 5.1844
13015	 3.1503
13048	 3.1526
13056	 5.1887
13083	 3.1603, 5.1909
13093	 3.1605
13126	 5.1955
13161	 1.1056
13164	 4.1752, 5.1973
13209	 4.1771
13244	 5.2026
13251	 4.1800
13267	 4.1829
13296	 1.1091,2.1349,3.1740,4.1849,5.2093
13308	 4.1864
13319	 4.1871
13358	 4.1912, 5.2130
13366	 4.1918
13373	 5.2145
13389	 4.1931
13434	 5.2198
13468	 2.1440, 3.1861, 5.2216
13507	 5.2231
13582	 5.2257
13589	 3.1915, 4.2077, 5.2264
13594	 4.2092, 5.2271
13595	 2.1491
13603	 3.1935, 4.2101, 5.2277
13616	 5.2284
13636	 5.2309
13642	 3.1962, 5.2300
13646	 5.2296
13673	 5.2315
13693	 3.1986
13701	 4.2175
13739	 5.2366
13789	 3.2046, 4.2265, 5.2392
13793	 2.1593, 4.2274
13794	 4.2275
13807	 5.2423
13838	 2.1635
13839	 5.2453
13845	 4.2337, 5.2458
13871	 2.1646, 3.2122, 4.2354
13889	 5.2516
13893	 2.1661, 3.2139
13900	 3.2142, 5.2523
13905	 5.2530
13920	 3.2154, 4.2391, 5.2534
13936	 4.2407, 5.2552
13938	 1.1382, 2.1681, 5.2555
13949	 4.2425
13976	 3.2191, 5.2585
13977	 4.2439
13990	 4.2441, 5.2591
14047	 5.2595
14056	 1.1411
14123	 1.27, 3.34, 4.37, 5.27
14148	 6.51
14183	   6.85
14191	 6.100
14217	 1.70, 2.97, 3.99, 5.108
14218	 6.149
14220	 1.65, 2.96, 3.103, 5.113, 6.144
14230	 1.74, 2.109, 5.124
14233	 4.123, 6.162
14236	 1.79
14238	 6.166
14241	 6.170
14250	 6.179
14260	 6.187
14266	 5.148, 6 189
14365	 5.237, 6.265
14367	 4.224, 5.235, 6.269
14372	 6.273
14374	 1.149, 2.182, 3.229, 4.233, 5.246, 6.274
14415	 5.309
14417	 4.268, 5.316
14428	 3.307, 4.282, 5.331
14436	 3.322, 5.349, 6.377
14438	 1.246, 2.243, 33.312, 4.285, 5.337, 6.383
14460	 3.348
14483	 6.427
14496	 3.376, 5.419, 6.439
14529	 5.449
14575	 5.487
14605	 6.570
14639	 4.476
14640	 4.491, 5.561
14658	 4.530, 6.677
14659	 2.470, 3.586, 5.593
14662	 5.599
14663	 5.600
14672	 5.607
14711	 1.505, 2.525, 3.631, 5.634
14712	 3.632, 5.635, 6.748
14713	 4.603, 6.751
14714	 3.633, 4.604, 5.637, 6.752
14715	 5.638, 6.753
14727	 5.111, wo es falsch übersetzt und falsch eingeordnet ist
14728	 2.528, 6.767
14738	 6.776
14741	 4.616, 5.664
14742	 6.779
14751	 6.789
14759	 6.795
14760	 2.550, 3.667, 4.636, 6.797
14770	 5.683, 6.808
14772	 5.691, 6.819
14789	 1.543, 4.656
14792	 6.835
14801	 5.711
14810	 3.721
14811	 2.610, 3.725, 6.869
14812	 4.685, 5.725, 6.870
14815	 4.690
14821	 5.742, 6.883
14824	 4.700, 5.745
14859	 3.774
14877	 4.745, 6.922
14890	 4.754, 5.798, 6.927
14909	 6.948
14916	 5.850, 6.957
14933	 6.970
14939	 6.975
14940	 5.863, 6.979
14941	 6.980
14946	 6.986
14960	 3.817
14966	 5.921, 6.1024
14976	 5.923, 6.1032
15002	 4.806, 5.946
15008	 2.731, 4.811, 5.954
15011	 4.826, 5.963
15027	 6.1074
15068	 5.1047
15070	 5.1048, 6.1119
15074	 6.1129
15084	 6.1143
15108	 3.911, 4.861, 5.1049
15117	 5.1090, 6.1165
15127	 6.1181
15128	 4.924, 5.1104, 6.1182
15129	 5.1107
15132	 3.948, 6.1190
15169	 6.1253
15170	 6.1254
15184	 5.1189
15187	 3.984, 5.1200
15193	 4.1017, 6.1286
15219	 5.1224, 6.1307
15262	 4.1076, 5.1250, 6.1347
15263	 3.1008, 5.1251
15265	 4.1080, 5.1255, 6.1350
15275	 5.1266, 6.1361
15277	 6.1359
15289	 5.1269, 6.1371
15323	 5.1296
15326	 6.1406
15352	 3.1040
15360	 6.1445
15406	 5.1373
15411	 3.1103, 4.1146, 5.1389
15429	 5.1417, 6.1543
15438	 6.1563
15440	 6.1554
15443	 5.1449
15451	 6.1574
15463	 5.1470
15474	 5.1479
15475	 4.1227, 5.1480, 6.1607
15476	 2.979
15489	 6.1620
15494	 5.1500, 6.1623
15497	 1.892, 2.991, 3.1199, 4.1232
15522	 1.909, 4.1251
15528	 1.910, 3.1227, 4.1255, 6.1657
15534	 4.1257
15560	 3.1238
15565	 5.1573
15571	 5.1581, 6.1696
15573	 5.1582
15580	 3.1269, 5.1591
15604	 6.1735
15624	 5.1624
15629	 2.1103, 4.1349
15630	 6.1767
15634	 5.1629
15637	 1.955, 5.1630, 6.1775
15644	 4.1355
15646	 6.1781
15657	 4.1368
15658	 4.1369, 5.1642, 6.1799
15660	 4.1371, 5.1646, 6.1803
15689	 3.1333, 4.1402, 5.1662
15703	 6.1837
15704	 2.1122, 3.1341, 4.1407
15706	 6.1839
15714	 5.1672, 6.1840
15739	 2.1135, 3.1376, 4.1454, 5.1691, 6.1867
15745	 6.1872
15746	 5.1704, 6.1877
15763	 3.1405, 5.1728
15775	 3.1413, 4.1501, 6.1918
15776	 5.1740
15789	 2.1155, 3.1421, 4.1516
15812	 5.1756
15820	 6.1979
15847	 5.1797
15848	 6.2006
15860	 6.2017
15882	 4.1596, 5.1844, 6.2062
15883	 6.2063
15888	 1.1003, 2.1206, 3.1514, 4.1602
15898	 3.1526, 6.2098
15925	 6.2109
15946	 3.1585, 5.1902
15947	 5.1901
15952	 4.1662, 5.1904
15957	 6.2128
15963	 4.1666, 5.1908
15971	 6.2133
15994	 5.1595, 6.2175
15995	 5.1947
16058	 2.1292, 3.1654, 4.1760
16095	 4.1791
16108	 4.1791
16120	 4.1804, 5.2037
16124	 5.2053
16135	 4.1804, 5.2037
16139	 5.2053
16178	 5.2069
16180	 6.2315
16188	 5.2081
16202	 3.1737, 4.1844, 5.2087
16204	 3.1747, 5.2096
16206	 1.1091, 2.1349, 3.1740, 4.1849, 5.2093, 6.2325
16258	 5.2124
16264	 4.1918, 6.2384
16269	 5.2145, 6.2391
16315	 5.2198, 6.2449
16337	 5.2257, 6.2591
16348	 3.1915, 4.2077, 5.2264, 6.2598
16349	 4.2078
16370	 5.2296, 6.2655
16394	 4.2195, 5.2325
16402	 3.1986, 6.2700
16428	 3.1995, 4.2180
16440	 5.2366, 6.2745
16532	 3.2091, 4.2312
16562	 2.1638, 4.2329, 5.2448
16564	 4.2331
16565	 5.2450
16566	 5.2453, 6.2829
16569	 6.2832
16570	 6.2837
16616	 6.2869
16622	 5.2516, 6.2873
16623	 3.2137, 5.2511
16628	 2.1661, 3.2139, 6.2877
16639	 6.2885
16645	 3.2154, 4.2391, 5.2534, 6.2899
16684	 4.2407, 5.2552, 6.2912
16698	 3.2191, 5.2585, 6.2952
16699	 4.2439, 6.2953
16708	 5.2590
16709	 4.2441, 5.2591, 6.2966
16744	 6.2996
16775	 5.2595, 6.3015
16780	 6.3025
16814	 4.5
16819	 2.7, 4.12, 6.8
16841	 5.26
16844	 1.27, 3.34, 4.37, 5.27, 7.26
16845	 6.33
16852	 7.28
16857	 6.51, 7.51
16861	 7.56
16872	 6.76
16911	 7.118
16921	 .6.174
16925	 6.179, 7.152
16936	 7.32
17007	 6.149, 7.121
17017	 5.237, 6.265, 7.261
17032	 7.267
17038	 7.273
17039	 5.248, 6.280
17042	 7.274
17056	 3.270, 5.275
17058	 2.209, 4.262, 5.292
17066	 7.309
17095	 4.306, 5.370, 6.397
17104	 3.343, 5.372, 6.398
17121	 7.356
17132	 5.328
17133	 1.246, 2.243, 3.312, 4.285, 5.337, 6.383, 7.334
17134	 5.338
17161	 3.376, 5.419, 6.439, 7.388
17170	 6.425
17174	 6.427, 7.376
17177	 7.406
17204	 2.346, 5.452, 6.473
17319	 7.527
17321	 4.491, 5.561, 7.530
17343	 7.553, 554
17357	 1.483, 2.497, 3.611, 4.583, 5.618
17358	 6.726
17366	 3.632, 5.635, 6.748
17367	 5.636, 6.750
17369	 3.633, 4.604, 5.637, 6.752, 7.601
17370	 5.638, 6.753, 7.602
17371	 6.756
17382	 4.612, 5.658, 6.771
17399	 7.634
17405	 6.795, 7.642
17409	 7.650
17410	 5.677, 6.806
17411	 6.807
17413	 5.683, 6.808
17416	 6.814
17419	 5.691, 6.819, 7.655
17426	 6.835, 7.671
17429	 4.665, 5.701
17452	 7.905
17484	 7.914
17521	 3.735, 6.879
17522	 6.881
17524	 5.742, 6.883, 7.699
17526	 7.701
17527	 4.700, 5.745, 7.702
17531	 7.920
17532	 5.1033, 6.1108
17533	 7.922
17540	 4.860
17542	 6.1143, 7.945
17543	 1.726, 2.774, 3.922, 4.876
17546	 1.750, 3.916, 4.888, 5.1077, 6.1150
17564	 7.971
17591	 3.940, 5.1095, 6.1171
17593	 7.982
17596	 7.986
17597	 7.987
17599	 6.1181, 7.988
17600	 4.924, 5.1104, 6.1182, 7.989
17603	 7.996
17607	 7.726
17611	 7.737
17617	 7.740
17627	 4.754, 5.798, 6.927, 7.759
17646	 6.975, 7.808
17656	 6.986, 7.815
17666	 5.915
17719	 6.1251
17720	 6.1253, 7.1030
17729	 3.984, 5.1200, 7.1048
17748	 7.1069
17750	 5.1219
17752	 5.1224, 6.1307, 7.1073
17782	 5.1269, 6.1371, 7.1120
17783	 5.1266, 6.1361, 7.1106
17802	 7.1139
17815	 6.1432
17829	 7.1167
17862	 6.1520
17874	 7.1248
17877	 6.1554, 7.1261
17884	 7.1260
17888	 5.1449, 7.1264
17891	 6.1574, 7.1272
17892	 7.1274
17909	 5.1470, 7.1284
17927	 5.1493, 6.1615
17929	 7.1305
17931	 5.1500, 6.1623, 7.1314
17935	 7.1315
17936	 1.892, 2.991, 3.1194, 4.1232
17951	 5.1520
17970	 2.1040, 5.1565
17971	 1.927, 5.1566
17972	 4.1267
17973	 7.1374
17975	 1.928, 3.1255, 4.1272, 6.1685
17980	 7.1376
17992	 4.1289, 6.1691
17997	 5.1582, 7.1388
18004	 5.1605
18009	 5.1598
18031	 7.1422
18040	 7.1426
18054	 5.1629, 7.1442
18062	 7.1449
18098	 6.1835, 7.1504
18100	 6.1837, 7.1506
18102	 6.1839, 7.1508
18103	 5.1672, 6.1840, 7.1515
18111	 6.1845, 7.1519
18126	 4.1450, 5.1686, 6.1862
18140	 5.1704, 6.1877, 7.1547
18146	 4.1483, 5.1706, 6.1882
18153	 7.1557
18169	 7.1572
18171	 7.1578
18176	 5.1750
18184	 7.1585
18191	 6.1962
18212	 7.1633
18220	 6.1620, 7.1310
18234	 4.1556
18236	 5.1806, 6.2020
18259	 7.1674
18263	 4.1596, 5.1844, 6.2062, 7.1679
18276	 6.2082
18277	 6.2089
18280	 6.2088
18292	 6.2094, 7.1692
18307	 5.1887 , 6.2105
18320	 6.2109, 7.1717
18337	 4.1666, 5.1908, 7.1751
18339	 3.1587
18342	 7.1752
18352	 6.2138
18379	 5.1595, 6.2175, 7.1778
18430	 7.1827
18439	 4.1771, 6.2245
18468	 7.1884
18498	 6.2315, 7.1923
18519	 7.1946
18548	 4.1871, 6.2343
18556	 7.1972
18562	 5.2124, 7.1988
18584	 1.1126, 3.1789
18596	 1.1126, 3.1789
18616	 3.1818, 5.2175
18617	 5.2176
18649	 7.2028
18665	 5.2198, 6.2449, 7.2037
18674	 7.2486
18694	 6.2577
18750	 6.2689
18752	 7.2125
18815	 7.2185
18842	 7.2219
18855	 7.2234.Dazu Bd.2 s. 8.1961
18867	 2.1623, 3.2089, 5.2425, 7.2251
18882	 δ.2435
18890	 2.1633, 5.2447
18892	 5.2450, 7.2292
18893	 5.2453, 6.2829, 7.2293
18895	 6.2832, 7.2296
18901	 6.2837, 7.2297
18907	 6.2850
18911	 6.2855, 7.2314
18914	 5.2481
18915	 7.2319
18917	 7.2337
18924	 6.2869, 7.2335
18930	 7.2338
18932	 5.2516, 6.2873, 7.2341
18937	 3.2142, 5.2523, 6.2882
18951	 6.2896
18952	 3.2154, 4.2391, 5.2534, 6.2899, 7.2364
18973	 7.2386
18977	 4.2407, 5.2552, 6.2912, 7.2387
19001	 6.2959
19002	 6.2960
19003	 6.2961
19004	 6.2962
19009	 7.2415
19027	 6.2981
19053	 7.2444
19054	 6.2996, 7.2445
19062	 7.2450
19093	 6.3011
19094	 7.2463
19106	 7.2474
19111	 7.2475
19112	 5.2595, 6.3015, 7.2476
19113	 6.3025, 7.2431
19134	 7.2503
19138	 7.2509
19149	 4.5, 8.4
19154	 2.7, 8, 4.12, 13, 6.8, 9
19181	 6.33, 8.34
19185	 8.37
19191	 7.32, 8.47
19198	 6.51,7.51,8.60
19201	 7.56, 8.64
19269	 8.108
19279	 8.112
19280	 7.117
19282	 7.118, 8.113
19284	 6.157
19288	 1.65, 2.96, 3.103, 6.144, 7.123, 8.126
19292	 8.129
19293	 8.128
19304	 8.122
19319	 7.144
19464	 5.237, 6.265, 7.261, 8.221
19466	 3.216, 5.240
19496	 2.203,4.244
19505	 1.195,2.206,3.274,4.251,5.279,6.306
19517	 7.309,8.260
19528	 8.267
19540	 7.330
19561	 7.345
19563	 8.302
19564	 8.301
19585	 8.338
19591	 8.352
19608	 8.369
19609	 7.406, 8.370
19620	 7.417
19635	 8.386
19661	 8.407
19663	 5.480
19668	 5.487, 7.465
19728	 8.482
19735	 8.496
19741	 Ί.52Ί, 8.497
19763	 4.530, 6.677, 7.546
19764	 2.470, 3.586, 5.593, 7.547
19766	 6.685
19767	 8.517
19768	 8.516
19814	 4.603, 6.751, 7.600, 8.542
19815	 5.638, 6.753, 7.602, 8.544
19835	 5.654, 7.622
19841	 6.776, 7.624
19864	 7.650, 8.581
19865	 8.584
19871	 5.691, 6.819, 7.655, 8.591
19892	 6.835, 7.671, 8.598
19929	 7.701, 8.624
19949	 3.761, 4.728, 6.902, 8.636
19960	 7.737, 8.644
19964	 7.741
19973	 4.745, 6.922, 7.748
19993	 8.675
19994	 6.970, 7.802
19996	 7.807
20016	 6.986, 7.815, 8.689
20039	 5.920
20042	 4.788, 6.1028
20045	 5.923, 6.1032, 7.844
20109	 5.983
20131	 6.1087
20203	 8.785
20216	 7.917
20217	 7.918
20278	 5.1033, 6.1108, 8.793
20280	 8.796
20288	 6.1143, 7.945, 8.803
20289	 1.726, 2.774, 3.922, 4.876, 8.804
20302	 7.940
20303	 8.823
20306	 8.830
20345	 7.987, 8.857
20349	 6.1181, 7.988, 8.859
20353	 8.861
20355	 3.948, 6.1190, 7.993
20357	 7.996, 8.863
20358	 5.1118, 6.1200
20376	 8.894
20379	 8.897
20398	 3.984, 5.1200, 7.1048, 8.910
20408	 8.919
20451	 5.1224, 6.1307, 7.1073, 8.929
20452	 6.1308
20516	 5.2053, 7.1886
20528	 5.1266, 6.1361, 7.1106, 8.950
20529	 5.1267, 6.1363
20530	 6.1367, 7.1113
20565	 7.1139, 8.964
20587	 7.1154
20591	 6.1411
20662	 6.1503
20672	 8.1014
20677	 6.1503
20687	 8.1014
20692	 6.1503
20701	 8.1014
20730	 8.1027
20745	 8.1027
20752	 8.1031
20753	 7.1248, 8.1032
20764	 8.1043
20770	 7.1260, 8.1041
20783	 6.1554, 7.1261, 8.1034
20784	 7.1265
20797	 8.1075
20804	 7.1292
20812	 5.1484, 6.1608
20823	 7.1305, 8.1086
20824	 6.1620, 7.1310, 8.1353
20825	 5.1496, 6.1621
20861	 5.1520, 8.1101
20902	 8.1124
20907	 7.1381
20908	 5.1571
20917	 5.1581, 6.1696, 7.1386
20918	 5.1582, 7.1388, 8.1144
20933	 2.1065, 4.1310, 7.1396
20942	 4.1312, 6.1716
20970	 7.1422, 8.1171
20977	 7.1426, 8.1179
20986	 5.1629, 7.1442, 8.1190
20995	 7.1449, 8.1198
21025	 6.1825
21032	 5.1658, 6.1827
21035	 2.1114, 4.1405, 5.1666, 6.1834
21036	 6.1835, 7.1504, 8.1234
