24716	21537
41169	35820
41169	38748
70854	67142
41698	30218
41698	39180
71287	67477
22267	16743
22267	19053
33212	15559
33212	17973
33213	17974
33213	24056
15714	9779
15714	12760
41165	26719
41165	32506
41165	35810
15860	12991
41167	32507
41166	35812
32526	23330
32526	26742
10160	7418
70806	None
9749	6968
58216	49418
58216	52154
58216	54974
21434	16007
21434	18392
39745	37124
53198	45184
53198	50426
10095	7366
30416	27530
1629	36
64324	None
33679	27839
59856	55912
37318	28103
45064	39596
45065	39589
45065	42172
8834	6270
13056	10008
8830	6266
8832	606
8832	2203
8832	4061
33850	30876
30329	24071
30329	27452
33505	30535
54175	43061
54175	48659
54175	51370
40364	37874
31768	1679
31768	3430
31768	5681
31768	8206
31768	10914
31768	25883
68116	48502
68116	53934
68116	56494
40362	34531
40362	37868
71884	67808
70936	67199
14711	535
14711	2115
14711	3966
14711	8738
14712	3967
14712	8739
14712	11544
14713	6184
14713	11547
14714	3968
14714	6185
14714	8741
14714	11548
14715	8742
14715	11549
17829	15342
14241	10945
15660	6970
15660	9753
15660	12711
59100	44587
22765	14368
27570	None
27570	21025
27570	24186
29564	26388
29563	23017
5457	3240
32715	29999
30253	23998
30253	27361
29763	26709
30745	21325
30745	24535
30745	27870
13949	8041
12492	9600
15443	9556
38154	34899
15440	12430
12499	9603
30749	15938
30749	21327
30749	27876
23050	8621
4257	773
4257	2364
28694	22153
24523	13060
24523	15925
24523	18320
24523	21313
18140	9811
18140	None
18140	15746
28698	22158
18146	7084
18146	9813
18146	None
37120	30797
11166	5880
11160	259
11160	1833
11160	3647
11160	5866
11160	8442
34335	7890
34335	13794
34375	25223
34375	28620
34375	31321
67743	53523
67745	56189
67745	None
8763	6193
8762	3975
8762	6192
67748	64720
8769	6197
3432	75
3432	1686
61698	56660
34799	25647
34799	28979
3434	73
8385	213
8385	3610
8385	209
13838	3229
8382	206
8382	1796
8382	3609
8382	5832
54975	43987
54975	46810
54975	49422
51472	48739
15289	9375
15289	12211
23610	17535
23610	20280
34553	28757
7454	1183
7454	2936
7454	5064
24418	21234
12064	9252
67434	None
26629	19816
34153	13431
29611	26484
16570	13848
7692	5249
8508	327
23295	19908
28215	21685
26806	23380
28965	25629
53970	48529
23474	17675
55623	41952
55623	44793
55623	47391
55623	50097
55623	52925
66126	62630
55621	52921
43265	40615
23270	19866
68815	None
22675	19409
11570	8767
26564	23150
38890	32679
38890	36024
26563	2060
26563	3921
26563	8697
26563	14659
26563	19764
34812	22418
34812	29015
34812	31591
24709	21535
19149	5585
19149	16814
39171	33011
39171	36388
24705	7414
24705	13251
45919	10725
45919	16708
39175	36408
39176	33029
52258	46876
52258	49504
32642	20043
32317	26504
55249	47205
55249	49727
55248	52522
43860	38686
25722	19168
25722	22417
43190	34880
12711	6970
12711	9753
62248	54361
62248	None
23873	15342
23873	17829
32790	30065
51767	35331
51767	40862
51767	43567
51767	46494
51767	49002
52925	41952
52925	44793
52925	47391
52925	50097
6788	937
13616	10408
27386	6857
27386	9631
67807	56242
40166	37667
25615	16774
25615	19111
64605	53412
64605	56095
64605	None
19304	17004
21113	9857
21113	18176
17627	6335
17627	8904
17627	11737
17627	14890
3742	372
38254	35049
19964	14869
26950	17458
19960	14864
19960	17611
28326	18677
42022	35982
12006	4283
25743	19175
12004	808
12004	2396
12004	4281
12005	9218
11595	2140
11595	4002
11595	6217
19561	14450
19563	17098
19564	17097
43049	28877
43049	31496
43049	37992
16394	7810
16394	10449
63904	None
63903	41952
63903	44793
63903	47391
63903	50097
63903	52925
63903	55623
11598	2137
26389	17233
9248	809
9248	6552
42939	37837
42939	40333
52100	38728
52100	43928
52100	46784
52100	49361
63059	None
52008	41068
52008	43838
52008	46699
52008	49253
64029	None
64028	55677
41916	33300
38423	14413
38423	17066
38423	19517
38423	22816
38423	35310
63693	55414
38425	35324
39913	37396
63983	None
17531	15057
17533	15059
17532	9140
17532	11923
4535	961
42868	34380
42868	37753
42868	40249
21280	13043
21280	15896
21280	18292
11627	4008
11627	8797
12132	9330
42334	37123
11629	4012
11629	8802
57063	48806
69180	54569
10627	7977
10400	7714
10153	5035
10153	7409
10150	5032
9336	6647
45657	28469
45657	34249
36676	30408
36676	33357
10409	3099
36946	33626
33447	27632
24099	20961
41350	32679
41350	36024
41350	38890
33444	12735
33444	15718
33444	18111
33444	21050
64335	53131
64335	55870
28098	24784
57087	54380
10393	3076
10393	5253
10393	7702
68160	None
10395	7707
64333	47632
64333	50382
64333	53135
64333	None
17750	9325
17752	9330
17752	12132
17752	15219
57088	51573
9624	2594
16936	14129
36016	29953
37010	33680
18842	16488
37014	30706
37014	33683
37015	27841
37015	30708
37015	33684
38512	35442
14890	6335
14890	8904
14890	11737
6217	2140
6217	4002
36833	33553
12222	9391
70128	66597
36781	30535
36781	33505
53723	50876
63050	54828
63050	None
36838	21151
36838	24327
6819	2570
6819	4516
14877	6326
14877	11730
31332	18896
31332	25229
31332	28633
14659	2060
14659	3921
14659	8697
14658	6111
14658	11472
15703	12754
15704	2715
15704	4676
15704	7006
6817	2572
29372	19488
29372	22784
20398	4319
20398	9306
20398	15187
20398	17729
9753	6970
65794	None
53507	33989
53507	39901
53507	42508
65473	None
24146	9731
24146	15624
36075	6473
36075	9181
36075	11958
18937	5477
18937	10658
18937	13900
18930	16619
18932	10651
18932	13889
18932	16622
21421	10077
21421	13126
21421	15994
21421	18379
5195	3033
46216	22545
31334	25233
31334	28628
58197	54958
13267	7443
36160	32798
36167	32810
36166	20392
36166	23708
36166	27097
36166	30082
36166	32806
59828	47632
59828	50382
59828	53135
41770	39215
41772	36466
41772	39211
36073	32722
58285	54996
54180	51393
45086	39622
54340	51526
27543	20996
22205	16686
62798	49124
54349	51533
38184	31720
27819	12996
27819	18246
27819	21237
27819	24422
44142	41378
27548	24167
37160	30848
37160	33803
41184	19918
41184	23334
41184	26744
41184	38766
54274	29096
54274	34890
54274	38124
38748	35820
67119	63866
33990	27512
37765	18896
37765	25229
37765	28633
37765	31279
37760	25228
37760	34387
34890	29096
37071	24553
37071	27887
37071	30763
37071	33732
54749	51926
15451	12450
30754	27877
42354	24643
42354	30846
42354	33800
42354	39766
12485	9591
34414	18904
34414	22114
12488	9594
34411	13848
34411	16570
34411	18901
34411	22112
34411	25230
34411	28634
34411	31333
68838	None
68838	62308
68838	65759
34412	25233
34412	28628
34412	31334
39343	27496
39343	30385
39343	33343
39343	36662
72516	48579
72516	51223
72516	56551
72516	None
72516	65252
24557	21353
43221	22497
43221	25815
18153	15756
39349	27530
39349	30396
39349	33349
5500	3265
39581	36923
39582	33611
35973	17673
31907	26014
31907	29273
33242	27436
31591	22418
31591	25688
31591	29015
24398	12946
30335	9689
30335	15573
30335	17997
30335	20918
34307	28537
34306	28541
72753	65468
72753	68440
29115	22495
23604	9140
23604	11923
23604	17532
23604	20278
13845	7952
13845	10593
66408	63026
61683	10725
61683	16708
66407	None
37875	28743
37875	34537
34529	28735
26254	19578
26254	22921
12579	6888
51449	38135
51449	43179
42583	31046
42583	34068
42583	37451
34521	28730
34525	25305
34525	28731
34525	31406
26636	8213
26636	14727
69720	66336
5617	28
5617	3367
25958	22590
28731	25305
59649	42165
59649	47560
28733	22187
35925	32656
58008	54824
23465	11850
65071	None
35504	29577
23266	11593
23266	14759
23266	17405
39842	28074
27209	15309
27209	17802
27209	20565
8442	259
8442	1833
8442	3647
8442	5866
72407	56463
72407	65163
23268	8788
23268	11606
23268	17413
11567	3974
11567	6191
13990	8057
13990	10726
35743	23246
35743	32433
10219	5081
60931	47733
60931	53703
35856	23352
35856	26778
35856	29821
35856	32542
28644	16586
28644	22124
31424	28753
31373	28681
24311	21134
31370	28669
24310	18193
28649	22125
66790	63425
45166	27877
45166	30754
45166	33724
45166	37056
45166	39712
45166	42272
19609	14514
19609	17177
19608	17176
32675	26933
32675	29948
16124	10176
25044	5249
25044	7692
25044	10388
25044	13589
25044	16348
25044	21882
16120	7418
16120	10160
25046	3076
25046	5253
25046	7702
25046	10393
65216	None
36491	33132
35455	26343
35455	32201
19280	14214
19282	14215
19282	16911
51623	46295
51623	48860
19284	10932
6774	2546
19288	70
19288	1685
19288	3436
19288	10919
19288	14220
19288	17008
4755	2748
27390	20892
9965	7197
27158	20454
55633	47389
55633	50106
61538	48579
61538	51223
61538	56551
25608	19095
25609	22332
65454	56739
65454	None
65320	56628
70975	67224
45962	43026
46466	40838
24952	16307
37193	33840
38981	32808
53994	51169
52523	36279
36226	30130
22444	8133
22444	10808
68339	65404
31807	14245
2203	606
2207	611
11748	8924
70968	67221
12035	6531
17426	11636
17426	14792
52244	49492
63919	None
69993	None
21201	15835
21201	18212
63910	41959
63911	None
6682	4348
19591	17158
33987	31006
63043	52016
63043	54829
63043	None
69438	54652
63046	52018
39901	33989
39902	28155
39902	31007
39902	33988
39902	37387
21381	18348
54757	49200
9505	6756
63680	None
63681	55401
63681	None
41965	24167
41965	27548
41965	30442
41965	33367
17526	14823
17527	6281
17527	8850
17527	14824
17524	8847
17524	11686
17524	14821
17522	11684
16348	5249
16348	7692
16348	10388
16348	13589
13296	1190
13296	2942
13296	5074
13296	7463
13296	10216
17521	4070
17521	11682
6356	678
6356	2282
6356	4145
28876	25466
6352	2279
12101	9313
12100	9311
44534	41732
39644	13043
39644	15896
39644	18292
39644	21280
39644	30705
39644	37012
6359	4146
42499	33979
42499	39896
6192	3975
9436	4401
9434	4419
11637	6238
36334	27216
45868	42968
43312	40654
10167	5055
10167	7434
45861	40361
45646	40113
36480	30251
36480	33129
9619	2592
9619	4546
17748	15215
22816	14413
22816	17066
22816	19517
9183	799
9183	4251
9183	6484
9181	6473
21259	15877
21259	18259
40431	37955
45790	40294
45790	42896
45791	37799
45791	40295
45791	42899
67260	64070
45795	40301
38563	29577
38563	35504
54974	49418
54974	52154
33055	30216
17591	4275
17591	9201
17591	11987
12212	9376
53971	48535
36795	27718
36795	30547
36795	33522
36796	30548
20825	9603
20825	12499
41215	38782
6996	1037
70130	63262
70130	66600
54407	48845
18893	10588
18893	13839
18893	16566
18892	10585
18892	16565
14640	6072
14640	8665
15848	12958
18548	7485
18548	13319
18895	13842
18895	16569
26957	15053
26957	20216
64457	50513
64457	56020
64457	None
15847	9918
8632	3848
34959	31764
40890	32126
40890	35385
40890	38448
37689	28541
37689	34306
9769	4668
9769	7001
57893	49229
57893	54784
40629	38211
53921	48486
53921	51109
39766	24643
39766	30846
39766	33800
39767	33799
39767	37159
63266	46876
63266	49504
63266	52258
63266	55026
63267	None
18430	16048
11966	799
11966	4251
11966	6484
11966	9183
39477	30513
33450	30486
33453	30493
18439	7385
18439	13209
45087	42200
8850	6281
52844	47354
8855	4082
18098	12751
18098	15701
15604	12631
71172	63721
39378	30437
67561	64461
33522	27718
33522	30547
29992	20304
29992	23627
29992	27032
10216	1190
10216	2942
10216	5074
10216	7463
10210	5071
10210	7458
20278	9140
20278	11923
20278	17532
54355	48791
14266	8250
41548	39069
14260	10962
26825	14864
26825	17611
26825	19960
10185	7446
37195	13227
37195	21498
7054	4707
7055	2728
7055	4710
37753	34380
37752	28623
37752	34379
33235	30296
41141	35778
20529	9373
20529	12203
33988	28155
33988	31007
44712	33259
44712	36583
40940	35428
40941	35429
40941	38502
30763	24553
30763	27887
40544	34848
40544	38111
40230	34355
40230	37729
30764	21353
30764	24557
40549	34854
8143	36
8143	1629
8143	3375
34402	31330
14741	6197
14741	8769
18169	15771
26737	19916
26737	23327
37991	25466
37991	28876
37991	34689
37992	28877
37992	31496
15117	9196
15117	11981
17997	9689
17997	15573
37414	24862
17992	6888
17992	12579
63568	None
25893	17011
25893	19292
2992	1267
25897	14215
25897	16911
25897	19282
25897	22549
37416	31024
37416	34023
25894	19291
25894	22561
64220	None
34317	7890
34317	13794
14460	3683
23672	15135
23672	17603
23672	20357
35048	32131
67413	None
67413	64225
31561	8074
66416	None
66416	63036
66369	62974
12588	6904
12588	9691
34532	25308
32732	27035
32732	30020
34530	22187
34530	28733
34530	31407
28431	25080
8527	347
12586	9688
8524	3711
44911	36794
44911	39504
44911	42064
37794	31368
28231	16279
44914	36798
44914	39509
55137	52385
17720	12069
17720	15169
66099	54598
66099	62629
15027	11889
38172	34913
66564	None
66564	63214
10388	5249
10388	7692
43954	35823
43954	38739
43954	41171
33072	23926
25164	16488
25164	18842
25164	22035
22651	19386
65069	45673
23491	17679
8454	3657
52838	39310
52838	44717
52837	36614
52837	39306
38507	19616
38507	22963
38507	26326
38507	29522
38507	32188
38507	35438
23707	9295
23707	15184
34629	22252
34629	31467
11359	2000
32807	30086
6423	2333
27015	20286
27011	17535
27011	20280
27011	23610
23383	4096
23383	6309
23383	11708
23383	None
23383	19949
23386	14853
23386	17607
35687	32397
35685	32391
22253	14019
61259	56414
34103	21767
34103	24937
22035	16488
22035	18842
16139	10176
16135	7418
16135	10160
16645	5489
16645	8007
16645	10669
16645	13920
6169	3951
22973	5956
22973	8553
72503	None
72503	65226
6164	511
6164	2087
6164	3946
19292	17011
19293	17010
64825	50761
6768	922
6768	2541
6768	4497
52903	39341
52903	41934
52903	44767
52903	47365
13673	10439
66419	32391
66419	None
54141	48641
52906	44774
52906	47371
52906	50075
18616	5152
18616	10299
19763	6111
19763	11472
19763	14658
36029	29967
36029	32685
19766	11480
19767	17341
19764	2060
19764	3921
19764	8697
19764	14659
19768	17340
5866	259
5866	1833
5866	3647
5863	3642
65441	16742
65441	19040
65441	22268
65441	25446
65441	28844
65441	31479
65441	34642
65441	45978
65441	48651
53594	50748
17358	11521
65330	None
17607	14853
60491	56189
17357	511
17357	2087
17357	3946
17357	6164
17357	8722
41236	29843
41236	32566
41236	35880
41236	38794
17603	15135
17600	6520
17600	9210
17600	11998
17600	15128
2182	600
31407	22187
31407	28733
32062	206
32062	1796
32062	3609
32062	5832
32062	8382
32062	11081
32062	19505
32063	29399
4601	2650
23925	17918
23925	20797
23924	15444
23924	20784
67870	56303
67870	None
67870	64886
46076	36927
46076	43092
23923	12430
23923	15440
23923	17877
23923	20783
46075	31521
46075	38018
46075	40471
46075	43091
62908	None
52230	44050
52230	46864
52230	49489
43028	40433
43843	32397
43843	35687
43843	38675
43843	41078
43020	37942
19585	17171
11791	8970
21625	7485
21625	13319
21625	18548
53182	47671
22148	10651
22148	13889
22148	16622
22148	18932
39976	37466
46212	19262
46212	22540
46212	40612
46210	40611
20861	9627
20861	17950
52696	44545
52166	49431
51450	34868
51450	38143
19835	8759
19835	14736
41979	36693
61617	45878
27872	21321
27872	24531
27213	20558
27213	23858
12112	6629
12112	9321
13468	3033
13468	5195
13468	10340
27871	18323
27871	21326
27871	24538
6349	4136
4516	2570
70031	66536
9994	4860
33345	15617
33345	18040
33345	20977
42319	37095
56065	53379
37385	31006
37385	33987
11640	6243
9601	6826
37387	28155
37387	31007
37387	33988
9357	4343
9356	6673
9354	2447
9354	6671
53364	50557
45927	28789
45927	34579
33217	17977
33217	20902
7236	2823
17174	11210
17174	14483
17177	14514
17170	11207
60676	48058
60676	50770
60676	53633
60676	56280
22828	8426
22827	11126
20662	12362
41694	36408
41694	39175
38579	29599
42172	39589
36569	27428
38573	23052
38573	32271
63783	None
16911	14215
38575	26465
38575	32272
38575	35525
63899	44774
63899	47371
63899	50075
63899	52906
63899	55606
63899	None
42957	34526
42957	37861
42957	40358
55136	49598
55136	52381
6235	4017
42958	34528
6237	579
10779	1596
10779	5592
45521	31093
53968	28681
53968	31373
53968	34467
53968	37809
53968	40302
53968	48528
12203	9373
36585	24062
36585	30320
36585	33265
26949	11902
26949	20131
26949	23538
20917	9688
20917	12586
20917	15571
36583	33259
18556	16239
14859	4109
70368	None
14672	8711
33732	24553
33732	27887
33732	30763
62764	51864
62308	None
9773	2707
9773	7004
9772	1039
9772	4671
9772	7003
18952	5489
18952	8007
18952	10669
18952	13920
18952	16645
63094	None
18951	13916
39711	30751
39711	32469
39712	27877
39712	30754
39712	33724
39712	37056
13083	4937
13083	10031
25045	7693
25045	16349
33422	30465
33424	24198
13244	10149
41379	30007
41379	32730
41379	36074
35749	23252
35749	26663
35749	29734
41799	33168
41799	39250
12938	4812
12938	7152
33555	24306
26839	19969
33884	30914
14218	10924
20289	773
20289	2364
20289	4257
20289	6472
20289	17543
20288	11959
20288	15084
20288	17542
28538	13778
70962	63980
70962	67214
20280	17535
14217	75
14217	1686
14217	3432
14217	8210
72887	56791
29754	11626
29754	23284
29754	26688
20042	6369
20042	11840
29756	23285
29756	26695
32922	27199
39620	24466
20045	9030
20045	11844
20045	14976
38275	32412
38275	35100
14183	10857
67179	None
38766	19918
38766	23334
38766	26744
42866	40247
62481	51736
62481	54559
45161	42264
37218	18458
37214	33857
37747	25223
37747	28620
37747	31321
37747	34375
37212	7405
37212	16095
37212	21516
37212	28031
41814	39267
18171	15777
18176	9857
67312	None
15925	13060
34431	10615
34431	22127
34431	28651
30770	21388
30773	27906
41950	30408
41950	33357
41950	36676
41950	39365
37984	25499
37984	28861
37984	31488
37984	34671
33951	28124
37983	16743
37983	19053
37983	22267
37983	25498
37983	31487
15108	4246
15108	6457
15108	9155
42688	37584
39360	36671
57976	51997
39364	33356
39364	36675
39365	30408
39365	33357
39365	36676
37988	22277
37988	28871
37988	31494
37988	34687
18379	9702
18379	13126
18379	15994
17980	None
45061	42175
58550	55114
19191	14129
19191	16936
15580	4604
15580	9698
40333	37837
8739	3967
67770	64750
30609	24355
30609	27757
59404	55656
31777	25895
14812	6266
14812	8830
14812	11672
67950	None
40299	31371
28397	18714
8047	5522
23668	11997
23668	15127
23668	17599
23668	20349
37097	30780
37097	33755
31352	16594
31352	18915
31352	22129
32566	29843
67795	56217
67795	None
67795	64765
27716	21097
27716	24269
4359	2457
70898	None
70898	67179
72901	65539
72901	68556
36653	33336
28717	18953
28717	25286
6508	2405
6508	4310
31487	25498
31084	21759
31084	24917
31084	28246
44904	42055
31488	25499
31488	28861
14529	8554
37316	16207
37316	21356
37316	21589
37316	24787
37316	28099
38143	34868
69075	65925
23250	11587
23250	14751
72863	68529
42271	30751
42271	33723
42271	39711
18924	13885
18924	16616
34187	25029
30473	9779
30473	12760
30473	15714
30473	18103
52135	35812
52135	41166
52135	43949
52135	49388
32479	26691
23489	20068
32476	11626
32476	23284
32476	26688
32476	29754
23483	20062
23248	19852
23718	17732
43238	31720
43238	38184
43238	40592
11349	8611
15326	12256
19113	14057
19113	16730
19112	10730
19112	14047
19112	16775
39144	32992
15323	9402
55013	52231
5707	1702
70306	63346
12449	6789
12449	9570
63902	47389
63902	50106
63902	55633
28887	25490
45848	34526
45848	37861
45848	40358
45848	42957
35877	2238
35877	4094
35877	6308
35877	8875
35877	32564
64762	None
16108	7405
19620	14526
6426	4195
28865	16749
28865	19062
28865	25503
13646	10420
28866	19063
28861	25499
13642	5296
13642	10424
22532	19259
45978	16742
45978	19040
45978	22268
45978	25446
45978	28844
45978	31479
45978	34642
33350	27527
33350	30393
32803	20389
13889	10651
33694	27845
55651	41993
55651	47436
55651	50145
55651	52949
39039	36217
35583	32327
56473	48486
32904	27187
19027	14009
55659	47433
55659	50147
5814	160
5814	1772
5814	3564
32271	23052
43949	35812
43949	41166
16744	14025
57457	51766
17611	14864
43499	29360
43499	38397
17343	14665
17617	14868
32294	29603
12059	809
12059	6552
12059	9248
55870	53131
13507	10355
43540	38418
23935	15439
23935	17884
23935	20770
56785	48682
12691	9745
56786	51393
56786	54180
46045	43062
42540	18559
42540	28207
2942	1190
27226	15342
27226	17829
27226	23873
27224	20600
35727	26646
27222	20612
59898	37049
43839	38672
43838	41068
65238	None
41072	35690
41072	38670
64541	56054
64541	None
20701	17852
28651	10615
28651	22127
63064	46732
53173	39714
53173	42277
53173	45167
53173	47667
21096	18166
41949	27530
41949	30396
41949	33349
41949	39349
32124	14448
32124	17094
32124	None
25574	16770
41946	27496
41946	30385
41946	33343
41946	36662
41946	39343
61809	54123
25084	18728
16699	8055
16699	13977
16698	5526
16698	10720
16698	13976
2084	507
61045	53717
56095	53412
34131	31113
20677	12362
20672	17852
45623	34214
45623	37596
45623	42699
9361	6677
8984	4146
8984	6359
21271	12967
21271	18277
21277	18287
38810	29852
38810	32577
7951	1483
17161	3711
17161	8524
17161	11222
17161	14496
37518	18655
10340	3033
10340	5195
39812	33856
39812	37214
36578	33262
25219	22093
42944	40351
53777	48285
53777	50951
12275	9419
20451	9330
20451	12132
20451	15219
20451	17752
20452	12133
20902	17977
33099	20809
33099	23956
33099	27327
33129	30251
11836	9028
18562	10247
18562	16258
14662	8703
14663	8704
20908	9678
9709	4609
58148	54910
37891	28757
37891	34553
38604	32327
38604	35583
44384	39103
8875	2238
8875	4094
8875	6308
54088	45908
13093	4939
21477	16050
37422	34030
33432	27614
33432	30474
59819	53134
59819	55868
44380	32913
44380	36273
36972	29884
41924	33322
41924	39315
36113	15135
36113	17603
36113	20357
36113	23672
13251	7414
26843	14864
26843	17611
26843	19960
30168	27198
15629	2696
15629	6948
30744	24533
30744	27869
30167	20527
30167	23834
15624	9731
67544	53243
67544	55981
67544	None
67544	64438
10233	2951
10233	5085
10232	7479
58499	49554
58499	55087
58498	55083
65513	56766
65513	None
27829	24464
27824	24443
66669	None
5490	3263
62758	54684
27823	24446
21505	13236
5253	3076
29723	19842
29723	23232
68313	65493
24020	20876
14191	10873
63331	55083
63331	None
52572	36352
52572	39143
15820	12930
68480	65508
53518	45438
53518	47972
53518	50708
37227	33862
39214	12497
39214	15489
39214	18220
39214	20824
40924	38482
37736	28604
68869	65779
30708	27841
15489	12497
40218	37725
40219	34329
18184	15785
40216	22069
40216	25189
40216	28585
15952	7276
15952	10026
30705	13043
30705	15896
30705	18292
30705	21280
15957	13079
23502	20076
18342	15964
57133	54410
31120	18649
31120	21814
31120	28283
45852	31408
45852	37866
24560	21364
15132	4283
15132	12006
68021	None
65294	31412
65294	34534
65294	37873
26993	17535
26993	20280
26993	23610
31767	14213
65297	42968
65297	45868
65297	48580
65297	51226
62115	None
31763	14210
17975	999
17975	4590
17975	6871
17975	12572
24364	18209
17971	998
17971	9673
17970	2632
17970	9672
7142	4792
17972	6866
40857	35324
40857	38425
26653	17395
42614	34119
42614	37484
42614	39996
52902	33336
52902	36653
52902	39327
29927	26916
33821	21471
33821	24670
8722	511
8722	2087
8722	3946
8722	6164
33898	21564
33898	28076
33308	20944
29920	23481
29920	26913
12876	4754
66947	63742
8504	325
8504	1879
8504	3696
34517	31402
13871	3240
13871	5457
13871	7969
8058	5535
31012	21695
31012	24870
31012	28193
35066	25988
23651	20328
12878	7113
12878	9855
30385	27496
30384	27486
40459	31506
40459	38011
33683	30706
15002	6402
15002	9053
26659	19852
26659	23248
58655	49598
58655	52381
58655	55136
40560	38139
15008	2321
15008	6407
15008	9061
33446	30489
64225	None
31491	16750
31496	28877
28257	24932
53129	33679
53129	37009
38397	29360
26663	23252
38395	29357
44975	36837
44975	39531
25983	22620
17888	9556
17888	15443
34387	25228
33157	960
33157	2583
33157	4529
33157	6830
33157	23983
24292	15803
28099	16207
28099	18519
28099	21589
28099	24787
34386	31330
17884	15439
62285	None
22631	17020
25639	19120
32468	8796
32468	11617
32468	14772
32468	17419
32468	19871
32469	19875
47356	44753
32465	19866
32465	23270
32465	26672
32462	17412
32462	19865
3876	2028
34608	28811
53842	51007
8475	5887
23230	11576
23230	14742
8477	3678
23232	19842
23726	6614
23726	12103
23726	15193
23236	14750
23236	17399
32860	23772
32860	27156
19106	16773
6407	2321
44803	30435
44803	33362
44802	41957
27032	20304
27032	23627
27031	17562
27031	20303
27031	23625
65446	54140
28898	16759
28898	22300
28898	None
56116	42467
56116	45396
56116	47940
56116	50626
31534	22334
35783	11626
35783	23284
35783	26688
35783	29754
35783	32476
7769	1386
7769	3140
32609	23439
35484	26388
35484	29564
35487	17233
35487	26389
52711	49902
32605	29876
23837	9372
23837	12201
23837	15275
23837	17783
23837	20528
23834	20527
43310	38236
43310	40651
6743	4438
65332	None
9306	4319
32594	23432
32594	26873
32188	19616
32188	22963
32188	26326
32188	29522
13893	3255
13893	5474
41563	36271
9716	2685
9716	4616
67864	64883
29065	19195
29065	25755
35242	14368
35242	22765
35242	26122
19741	17319
55665	44859
32915	15262
32912	20527
32912	23834
32912	30167
63332	49554
63332	55087
63332	None
16202	5071
16202	7458
16202	10210
60277	56094
16204	5081
16204	10219
32733	30021
16206	1190
16206	2942
16206	5074
16206	7463
16206	10216
16206	13296
19929	14823
19929	17526
17371	11552
17370	8742
17370	11549
17370	14715
46186	34913
46186	38172
46186	43225
34786	31577
26184	17073
26184	19528
32284	23052
26187	8426
26187	22828
32281	29603
38977	20392
38977	23708
38977	27097
38977	30082
38977	32806
38977	36166
25367	8057
25367	10726
25367	13990
55689	52997
43000	28782
43000	31446
43000	34573
55868	53134
31834	29210
34473	16619
